case_name,condition,method,overshoot_pct,settling_time_2pct_s,settling_time_5pct_s,steady_error_rpm,max_speed_drop_rpm,recovery_time_s,steady_id_A,steady_iq_A,steady_is_A,iq_peak_A,current_limit_time_s,mean_Pin_W,mean_Pout_W,mean_eta_pct,mean_Pcu_W,pin_reduction_vs_id0_pct,pin_diff_vs_mtpa_pct,id_convergence_time_s,steady_detector_start_s,freeze_count,constraint_trigger_count,gradient_rms
"speed_step","base","id0",2.968887139,0.0461,0.0174,0,,,5.778622261e-19,3.340825008,3.340825008,23.88232223,0,454.2048088,440.8114747,97.05125665,13.39333408,0,0.06953075523,0,,0,2,0
"speed_step","base","mtpa",2.149568622,0.0324,0.0128,0,,,-0.4853112761,3.265362287,3.301229756,23.74061341,0,453.8892162,440.8114747,97.11873712,13.07774148,0.06948244356,0,1.5595,,0,2,0
"speed_step","base","mfo",2.938282586,0.0451,0.017,-0.01489164167,,,-0.4809027585,3.266197402,3.303953888,23.88232223,0,453.9175059,440.8193846,97.11442766,13.09935667,0.06325403742,0.006232736798,0.5507,0.1237,1,2,119.7377864
